m_c_report_log_d.app_id,m_c_report_log_d.user_id,m_c_report_log_d.resource_id,m_c_report_log_d.product_id,m_c_report_log_d.cpg,m_c_report_log_d.fpg,m_c_report_log_d.user_agent,m_c_report_log_d.client,m_c_report_log_d.province,m_c_report_log_d.is_pay,m_c_report_log_d.visited_at,m_c_report_log_d.statdate
apprsSfvaKN3745,u_5a24b115c40f2_1rkTWpd6IX,p_5bc5561c33e60_PvF33AEo,p_5bc5561c33e60_PvF33AEo,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.1; OPPO R11s Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36 MMWEBID/9882 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,广西,1,2018-11-17 00:35:01.0,20181117
app6Wf7NMsr4708,u_5a6e94580842a_ml5NWjfOne,p_5b117151e0e7a_KE3aWHLK,p_5b117151e0e7a_KE3aWHLK,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0.1; OPPO A57 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/4958 MicroMessenger/6.7.3.1360(0x2607033A) NetType/4G Language/en Process/tools",1,四川省,1,2018-11-17 00:35:01.0,20181117
app3OF6L1wN8063,u_5bd490edf1cba_ttcI1jp7mS,p_5b8fb7a605959_3vFrGbaH,p_5b8fb7a605959_3vFrGbaH,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92 MicroMessenger/6.7.3(0x16070321) NetType/4G Language/zh_CN",1,上海,1,2018-11-17 00:35:01.0,20181117
appUyOIVYyj8440,u_5beeecc51ecbb_P5sRSI1oJB,v_5ab1d9d9f3f13_k8g8xGV6,p_5aa75f7bbbdd6_3TNwMxfk,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15F79 MicroMessenger/6.6.7 NetType/4G Language/zh_CN",1,福建省,1,2018-11-17 00:35:01.0,20181117
apprsSfvaKN3745,u_5a24b115c40f2_1rkTWpd6IX,p_5bc5561c33e60_PvF33AEo,p_5bc5561c33e60_PvF33AEo,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.1; OPPO R11s Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36 MMWEBID/9882 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,广西,1,2018-11-17 00:35:01.0,20181117
appaHlqa0RG9496,u_596f31efc3a1f_CL3a1pry,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; FRD-AL10 Build/HUAWEIFRD-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/7454 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/toolsmp",1,北京,1,2018-11-17 00:35:01.0,20181117
app6Wf7NMsr4708,u_5b0bee8bd5a02_QSFTZ5qv2O,NULL,NULL,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B5068i MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,福建省,1,2018-11-17 00:35:01.0,20181117
appgp6EDV1w6936,u_5beef15281008_mL8ZfL6cs8,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.1; OPPO R11 Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/1662 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,四川省,0,2018-11-17 00:35:01.0,20181117
appn68jtymm5471,u_5bd311d193209_abQmSMKRFc,p_5b8368b14d235_X8LOfNgE,p_5b8368b14d235_X8LOfNgE,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0.0; VKY-AL00 Build/HUAWEIVKY-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.3359.126 Mobile Safari/537.36 MMWEBID/9748 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,江西省,1,2018-11-17 00:35:01.0,20181117
appUyOIVYyj8440,u_5beeecc51ecbb_P5sRSI1oJB,v_5ab1d9d9f3f13_k8g8xGV6,p_5aa75f7bbbdd6_3TNwMxfk,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15F79 MicroMessenger/6.6.7 NetType/4G Language/zh_CN",1,福建省,1,2018-11-17 00:35:01.0,20181117
appuAhZGRFx3075,u_5b7838e71a25d_GkrPkcmnHD,p_5bc059ccebd75_VevfSyqT,p_5bc059ccebd75_VevfSyqT,NULL,NULL,"Mozilla/5.0 (iPad; CPU OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,云南省,1,2018-11-17 00:35:01.0,20181117
appuAhZGRFx3075,u_5ae3b7e979c4d_VF3WFA264K,a_5a9f92eb6ccb8_cUtlBpUE,p_5a9f8c2d0c65a_pNovRySx,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.0; MI 5s Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MicroMessenger/6.7.3.1360(0x26070337) NetType/WIFI Language/zh_CN Process/tools",1,安徽省,0,2018-11-17 00:35:01.0,20181117
app1EJW1vpb1822,u_5be9ab71682fc_zcTBPVk8RD,p_5b8961e76d155_aHubUVcB,p_5b8961e76d155_aHubUVcB,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0.1; OPPO A57 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/1289 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,新疆,1,2018-11-17 00:35:01.0,20181117
appzwjiQuoo3641,u_lp_1542385889_5beef0e11adec_rZevLc,p_5be4f51d5fd20_cqSHHpZh,p_5be4f51d5fd20_cqSHHpZh,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,广东省,1,2018-11-17 00:35:01.0,20181117
apprjvsEWJr7355,u_5bdc0b0005c64_atXFKkawUK,NULL,NULL,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Mobile/14C92 MicroMessenger/6.6.6 NetType/WIFI Language/zh_CN",1,广东省,0,2018-11-17 00:35:01.0,20181117
app1dvyBAMw7962,u_5bc949a457011_VRH8TXuasX,a_5a38ca3d7256a_mIXOGgVh,p_59f43d4bac09d_9vi8v987,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A404 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,河北省,1,2018-11-17 00:35:01.0,20181117
appRY9yTVR18157,u_5848c24f07a69_MjCdfxch,a_5bdbb070b9edf_aADjW0u5,p_5a20c12e32b58_KCoYski0,NULL,NULL,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36 MicroMessenger/6.5.2.501 NetType/WIFI WindowsWechat QBCore/3.43.901.400 QQBrowser/9.0.2524.400",1,山东省,1,2018-11-17 00:35:01.0,20181117
appTwZocSly6830,u_5b7df786d1d6a_EZ1L98ZyKR,v_5a45deceda43c_HsbkGKvA,p_5a31d7929b526_j0LtJOsl,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.0; HUAWEI CAZ-AL10 Build/HUAWEICAZ-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/8523 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,新疆,1,2018-11-17 00:35:01.0,20181117
appZQoNkhP43133,u_5a8112635aed2_xkSXaXmSiA,l_5a979d578a862_a49OCSdn,p_5a571652721da_FCtlznub,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.0; PIC-AL00 Build/HUAWEIPIC-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MMWEBID/6574 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,上海,1,2018-11-17 00:35:01.0,20181117
appzwjiQuoo3641,u_5bebb2f817646_niDTWZ3IyN,l_5be54199e048f_q4AGgzqz,l_5be54199e048f_q4AGgzqz,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A404 MicroMessenger/6.7.3(0x16070321) NetType/3G Language/zh_CN",1,广东省,1,2018-11-17 00:35:01.0,20181117
appsQDo5lD17001,u_5b7fc5c55fb77_dAkPWaMotG,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1.0; V1813A Build/O11019; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/62.0.3202.84 Mobile Safari/537.36 MMWEBID/9954 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,湖南省,1,2018-11-17 00:35:01.0,20181117
appkx6bQTKR2347,u_5bd71f6176f8d_ZZyi7wEcXI,l_5b82a5fe39696_vV5M21F9,l_5b82a5fe39696_vV5M21F9,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A404 MicroMessenger/6.7.1 NetType/4G Language/zh_CN",1,0,1,2018-11-17 00:35:01.0,20181117
appWkkLVbyB1992,u_5beea70923277_FU2eDiTX2s,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0.1; OPPO R9s Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/9780 MicroMessenger/6.7.3.1360(0x2607033A) NetType/4G Language/zh_CN Process/tools",1,广东省,0,2018-11-17 00:35:01.0,20181117
appFYZWlxTV3046,u_5beeeef9be380_6fszVhAZ9N,a_5ae128ec64895_nrajQHPv,p_5adef3c955f30_cYHOUkWs,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Mobile/14E304 MicroMessenger/6.7.1 NetType/4G Language/zh_CN",1,甘肃省,1,2018-11-17 00:35:01.0,20181117
appGOb2yqIw7629,u_5beeee113f503_NaiL7QKwTc,g_5ba37d7d3c01d_tK49TxYP,g_5ba37d7d3c01d_tK49TxYP,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A404 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,河南省,1,2018-11-17 00:35:01.0,20181117
apprjvsEWJr7355,u_5bc3206a9793b_a9Q3RNTCGz,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0; HUAWEI MLA-AL10 Build/HUAWEIMLA-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044403 Mobile Safari/537.36 MMWEBID/822 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,湖南省,0,2018-11-17 00:35:01.0,20181117
appO0iOt6km4918,u_59b0e83f9379d_fKY3wBXF,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; ALP-AL00 Build/HUAWEIALP-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MMWEBID/1643 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,海南省,1,2018-11-17 00:35:01.0,20181117
appgp6EDV1w6936,u_5beef1689ad58_Pbt1IOv7FE,p_5b18e511315f6_Fe0Y543H,p_5b18e511315f6_Fe0Y543H,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92 MicroMessenger/6.6.6 NetType/WIFI Language/zh_CN",1,河南省,1,2018-11-17 00:35:01.0,20181117
appfHmeuiYe1380,u_5b5d4755ddcbe_Vk6OBmFacb,v_5beea12ac13d4_yaaswcMF,v_5beea12ac13d4_yaaswcMF,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Mobile/14A456 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_HK",1,广东省,0,2018-11-17 00:35:01.0,20181117
appavCBgNdd5943,u_5bc1fd2341d5f_l55DVlNIPF,v_5bacb88b28bbf_oDLYKu7X,v_5bacb88b28bbf_oDLYKu7X,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.1; TA-1000 Build/NMF26F; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.3396.87 XWEB/463 MMWEBSDK/23 Mobile Safari/537.36 MicroMessenger/6.7.2.1340(0x2607023A) NetType/WIFI Language/zh_CN",1,上海,0,2018-11-17 00:35:01.0,20181117
appRY9yTVR18157,u_5848add39424a_qRgGYPto,NULL,NULL,NULL,NULL,"Mozilla/5.0 (iPad; CPU OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B466 MicroMessenger/6.7.1 NetType/WIFI Language/en",1,爱达荷,1,2018-11-17 00:35:01.0,20181117
appuAhZGRFx3075,u_api_5bee884c52c87_MdOXANU3,NULL,NULL,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A404 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/en",1,广东省,1,2018-11-17 00:35:01.0,20181117
appryNRCwdx4227,u_5beec50d33216_jAfwWjmaKA,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; PACM00 Build/O11019; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/553 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,江西省,1,2018-11-17 00:35:01.0,20181117
appG1VMUALC2470,22435,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 4.4.2; CHM-TL00H Build/HonorCHM-TL00H; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MicroMessenger/6.6.7.1321(0x26060739) NetType/4G Language/zh_CN",1,广东省,1,2018-11-17 00:35:01.0,20181117
appF0N81UmQ4220,u_5beef0716536f_Gf6vXi9wFU,p_5b23b360ed403_ueYJkMQV,p_5b23b360ed403_ueYJkMQV,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.7.0 NetType/WIFI Language/zh_CN",1,江西省,1,2018-11-17 00:35:01.0,20181117
appxA9UPR0b3509,u_5bd649f627f3c_Qal7Y8oIPJ,i_5b87669505983_6a7OfyP8,p_5b4db1fb583f4_RvNo5vvp,NULL,NULL,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36 MicroMessenger/6.5.2.501 NetType/WIFI WindowsWechat QBCore/3.43.901.400 QQBrowser/9.0.2524.400",1,北京,1,2018-11-17 00:35:01.0,20181117
appavOC3jaQ7567,u_5ba47de58a72a_qEj43EASzl,p_5b7d259b6a59a_xEolk5Ve,p_5b7d259b6a59a_xEolk5Ve,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,黑龙江省,0,2018-11-17 00:35:01.0,20181117
appVIkUMxXz2911,u_5bbcbc3b97481_9MchvAnCy5,a_5ba1d66b7dfda_0ytrRzs6,p_5b73fbf0ec5a8_ZEFsj0xO,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; MI 6X Build/OPM1.171019.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MMWEBID/1656 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,广东省,1,2018-11-17 00:35:01.0,20181117
appxA9UPR0b3509,u_5bd649f627f3c_Qal7Y8oIPJ,i_5b87669505983_6a7OfyP8,p_5b4db1fb583f4_RvNo5vvp,NULL,NULL,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36 MicroMessenger/6.5.2.501 NetType/WIFI WindowsWechat QBCore/3.43.901.400 QQBrowser/9.0.2524.400",1,北京,1,2018-11-17 00:35:01.0,20181117
app4r9ZlVUA3277,u_5b767ac00b820_RbBjYwlFE1,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; PBET00 Build/OPM1.171019.026; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/3469 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,宁夏,1,2018-11-17 00:35:01.0,20181117
app6Wf7NMsr4708,u_5aa4e047b387c_NdmysNhuUa,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.1; OS103 Build/NGI77B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/1692 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,重庆,1,2018-11-17 00:35:02.0,20181117
appUsw9709z7391,u_5a37e31d61226_pdON8wiDfr,l_5b18ae8a8956b_F6x8iFog,l_5b18ae8a8956b_F6x8iFog,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; MI 6 Build/OPR1.170623.027; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044403 Mobile Safari/537.36 MMWEBID/3817 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,河北省,1,2018-11-17 00:35:02.0,20181117
app1EJW1vpb1822,u_5bc9f997221e0_6glc49VZkn,a_5ba5aaabc8b40_9pu8eZWE,p_5b8961e76d155_aHubUVcB,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0; vivo Y67A Build/MRA58K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MMWEBID/9922 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,新疆,1,2018-11-17 00:35:02.0,20181117
appasbwr1wA4388,u_5beeefa8782bd_wvPQ0Rwhh0,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.2; Redmi Note 5A Build/N2G47H; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/4809 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,广东省,1,2018-11-17 00:35:02.0,20181117
appXviUTPik3198,u_5beec6b1c0dcb_AsWeVgehkx,p_5be3d24769c7b_bGoOqDr3,p_5be3d24769c7b_bGoOqDr3,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0.1; vivo Y66 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MicroMessenger/6.6.7.1321(0x26060736) NetType/WIFI Language/zh_CN",1,江西省,1,2018-11-17 00:35:02.0,20181117
appuAhZGRFx3075,u_5b99dd09db2e6_DzbSgSngUo,NULL,NULL,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92 MicroMessenger/6.7.3(0x16070321) NetType/3G Language/zh_CN",1,0,1,2018-11-17 00:35:02.0,20181117
app9ldom9eO2242,u_5a9801fb7f19b_jRNZJcABy8,p_5a8932d96dd0c_GNgsC0Wn,p_5a8932d96dd0c_GNgsC0Wn,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; MHA-AL00 Build/HUAWEIMHA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/795 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,安徽省,1,2018-11-17 00:35:02.0,20181117
appVen0sAxM7380,u_5b6a68026c5e2_Ffw4up79AX,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0.1; vivo X9 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/1522 MicroMessenger/6.7.3.1360(0x260703AD) Process/tools NetType/WIFI Language/zh_CN",1,江西省,0,2018-11-17 00:35:02.0,20181117
app9QtpIZ9A2437,u_5beee76c00ea2_u0LtMbxbfU,e_5becb378e7e9f_JmV8mZDJ,p_5bda8108b56ac_fAoJaUIZ,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A404 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,广东省,1,2018-11-17 00:35:02.0,20181117
appqPXlaEuY8052,u_5beeedaeb6bd0_KpxGdRRqRg,v_5a70559c4ad84_IwrRXPDm,p_5a3263e6c127c_7CkU9a2V,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 4 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044304 Mobile Safari/537.36 MMWEBID/2771 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,贵州省,0,2018-11-17 00:35:02.0,20181117
appGOb2yqIw7629,u_591475e569e2b_zEonErfn,p_5bdd7efea1e10_2EXaZnMI,p_5bdd7efea1e10_2EXaZnMI,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; MHA-AL00 Build/HUAWEIMHA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/4365 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,四川省,1,2018-11-17 00:35:02.0,20181117
appuAhZGRFx3075,u_58b2fb3d05522_mykW2vfJ,a_5bdc0109b133e_RXduvsLt,p_5bc553dfe245a_kFeS5ZCy,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; HWI-AL00 Build/HUAWEIHWI-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MMWEBID/9512 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,河北省,1,2018-11-17 00:35:02.0,20181117
appil799wiP6448,u_5beef178979d6_DBsFBheQek,l_5beead3acdca9_WIDP6fqA,p_5bee8b27bf5cc_O6lIaCFz,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; HUAWEI NXT-AL10 Build/HUAWEINXT-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/8658 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,北京,0,2018-11-17 00:35:02.0,20181117
appPQVF6iYF5060,u_5af7aa3bab7dd_hbnkmhbUaZ,p_5aebc36b084d4_P1BaqtCH,p_5aebc36b084d4_P1BaqtCH,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.0; BLN-AL40 Build/HONORBLN-AL40; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MicroMessenger/6.6.5.1280(0x26060536) NetType/WIFI Language/zh_CN",1,江苏省,1,2018-11-17 00:35:02.0,20181117
appuAhZGRFx3075,u_5a80651abd9a0_WT6RyjgzNF,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; vivo Y85A Build/OPM1.171019.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/5465 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,四川省,1,2018-11-17 00:35:02.0,20181117
appJOlXhLqy6589,u_5a93e6c94037c_lGds6lS1gA,p_5b1787b0b1e0d_vtz6B6A8,p_5b1787b0b1e0d_vtz6B6A8,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_2 like Mac OS X) AppleWebKit/604.4.7 (KHTML, like Gecko) Mobile/15C202 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,浙江省,0,2018-11-17 00:35:02.0,20181117
